Date,Product_Code,Warehouse,Product_Category,Order_Demand,month,quarter,year,season,is_holiday_season,lag_1,lag_2,lag_3,lag_6,rolling_mean_3,rolling_mean_6,Unit_Price,Revenue
2012-09-01,Product_0936,Whse_J,Category_006,170000.0,9,3,2012,Autumn,0,202500.0,185000.0,45000.0,180000.0,144166.66666666666,140000.0,21.56,3665200.0
2012-10-01,Product_0936,Whse_J,Category_006,77500.0,10,4,2012,Autumn,0,170000.0,202500.0,185000.0,157500.0,185833.33333333334,138333.33333333334,20.23,1567825.0
2012-11-01,Product_0936,Whse_J,Category_006,82500.0,11,4,2012,Autumn,1,77500.0,170000.0,202500.0,70000.0,150000.0,125000.0,21.11,1741575.0
2012-12-01,Product_0936,Whse_J,Category_006,170000.0,12,4,2012,Winter,1,82500.0,77500.0,170000.0,45000.0,110000.0,127083.33333333333,21.61,3673700.0
2013-01-01,Product_0936,Whse_J,Category_006,160000.0,1,1,2013,Winter,0,170000.0,82500.0,77500.0,185000.0,110000.0,147916.66666666666,21.64,3462400.0
2013-02-01,Product_0936,Whse_J,Category_006,190000.0,2,1,2013,Winter,0,160000.0,170000.0,82500.0,202500.0,137500.0,143750.0,21.38,4062200.0
2013-03-01,Product_0936,Whse_J,Category_006,200000.0,3,1,2013,Spring,0,190000.0,160000.0,170000.0,170000.0,173333.33333333334,141666.66666666666,20.41,4082000.0
2013-04-01,Product_0936,Whse_J,Category_006,272500.0,4,2,2013,Spring,0,200000.0,190000.0,160000.0,77500.0,183333.33333333334,146666.66666666666,19.76,5384600.0
2013-05-01,Product_0936,Whse_J,Category_006,105000.0,5,2,2013,Spring,0,272500.0,200000.0,190000.0,82500.0,220833.33333333334,179166.66666666666,20.21,2122050.0
2013-06-01,Product_0936,Whse_J,Category_006,287500.0,6,2,2013,Summer,0,105000.0,272500.0,200000.0,170000.0,192500.0,182916.66666666666,19.59,5632125.0
2013-07-01,Product_0936,Whse_J,Category_006,77500.0,7,3,2013,Summer,0,287500.0,105000.0,272500.0,160000.0,221666.66666666666,202500.0,19.64,1522100.0
2013-08-01,Product_0936,Whse_J,Category_006,142500.0,8,3,2013,Summer,0,77500.0,287500.0,105000.0,190000.0,156666.66666666666,188750.0,19.38,2761650.0
2013-09-01,Product_0936,Whse_J,Category_006,85000.0,9,3,2013,Autumn,0,142500.0,77500.0,287500.0,200000.0,169166.66666666666,180833.33333333334,20.91,1777350.0
2013-10-01,Product_0936,Whse_J,Category_006,260000.0,10,4,2013,Autumn,0,85000.0,142500.0,77500.0,272500.0,101666.66666666667,161666.66666666666,20.47,5322200.0
2013-11-01,Product_0936,Whse_J,Category_006,55000.0,11,4,2013,Autumn,1,260000.0,85000.0,142500.0,105000.0,162500.0,159583.33333333334,20.19,1110450.0
2013-12-01,Product_0936,Whse_J,Category_006,175000.0,12,4,2013,Winter,1,55000.0,260000.0,85000.0,287500.0,133333.33333333334,151250.0,21.65,3788749.9999999995
2014-01-01,Product_0936,Whse_J,Category_006,217500.0,1,1,2014,Winter,0,175000.0,55000.0,260000.0,77500.0,163333.33333333334,132500.0,21.66,4711050.0
2014-02-01,Product_0936,Whse_J,Category_006,77500.0,2,1,2014,Winter,0,217500.0,175000.0,55000.0,142500.0,149166.66666666666,155833.33333333334,21.65,1677875.0
2014-03-01,Product_0936,Whse_J,Category_006,277500.0,3,1,2014,Spring,0,77500.0,217500.0,175000.0,85000.0,156666.66666666666,145000.0,20.52,5694300.0
2014-04-01,Product_0936,Whse_J,Category_006,130000.0,4,2,2014,Spring,0,277500.0,77500.0,217500.0,260000.0,190833.33333333334,177083.33333333334,19.87,2583100.0
2014-05-01,Product_0936,Whse_J,Category_006,32500.0,5,2,2014,Spring,0,130000.0,277500.0,77500.0,55000.0,161666.66666666666,155416.66666666666,19.05,619125.0
2014-06-01,Product_0936,Whse_J,Category_006,187500.0,6,2,2014,Summer,0,32500.0,130000.0,277500.0,175000.0,146666.66666666666,151666.66666666666,17.89,3354375.0
2014-07-01,Product_0936,Whse_J,Category_006,72500.0,7,3,2014,Summer,0,187500.0,32500.0,130000.0,217500.0,116666.66666666667,153750.0,19.16,1389100.0
2014-08-01,Product_0936,Whse_J,Category_006,62500.0,8,3,2014,Summer,0,72500.0,187500.0,32500.0,77500.0,97500.0,129583.33333333333,19.64,1227500.0
2014-09-01,Product_0936,Whse_J,Category_006,217500.0,9,3,2014,Autumn,0,62500.0,72500.0,187500.0,277500.0,107500.0,127083.33333333333,20.32,4419600.0
2014-10-01,Product_0936,Whse_J,Category_006,37500.0,10,4,2014,Autumn,0,217500.0,62500.0,72500.0,130000.0,117500.0,117083.33333333333,21.6,810000.0
2014-11-01,Product_0936,Whse_J,Category_006,230000.0,11,4,2014,Autumn,1,37500.0,217500.0,62500.0,32500.0,105833.33333333333,101666.66666666667,20.55,4726500.0
2014-12-01,Product_0936,Whse_J,Category_006,132500.0,12,4,2014,Winter,1,230000.0,37500.0,217500.0,187500.0,161666.66666666666,134583.33333333334,22.99,3046175.0
2015-01-01,Product_0936,Whse_J,Category_006,202500.0,1,1,2015,Winter,0,132500.0,230000.0,37500.0,72500.0,133333.33333333334,125416.66666666667,21.38,4329450.0
2015-02-01,Product_0936,Whse_J,Category_006,95000.0,2,1,2015,Winter,0,202500.0,132500.0,230000.0,62500.0,188333.33333333334,147083.33333333334,22.46,2133700.0
2015-03-01,Product_0936,Whse_J,Category_006,207500.0,3,1,2015,Spring,0,95000.0,202500.0,132500.0,217500.0,143333.33333333334,152500.0,19.61,4069075.0
2015-04-01,Product_0936,Whse_J,Category_006,42500.0,4,2,2015,Spring,0,207500.0,95000.0,202500.0,37500.0,168333.33333333334,150833.33333333334,20.49,870824.9999999999
2015-05-01,Product_0936,Whse_J,Category_006,80000.0,5,2,2015,Spring,0,42500.0,207500.0,95000.0,230000.0,115000.0,151666.66666666666,20.21,1616800.0
2015-06-01,Product_0936,Whse_J,Category_006,242500.0,6,2,2015,Summer,0,80000.0,42500.0,207500.0,132500.0,110000.0,126666.66666666667,19.26,4670550.0
2015-07-01,Product_0936,Whse_J,Category_006,127500.0,7,3,2015,Summer,0,242500.0,80000.0,42500.0,202500.0,121666.66666666667,145000.0,19.26,2455650.0
2015-08-01,Product_0936,Whse_J,Category_006,70000.0,8,3,2015,Summer,0,127500.0,242500.0,80000.0,95000.0,150000.0,132500.0,19.87,1390900.0
2015-09-01,Product_0936,Whse_J,Category_006,67500.0,9,3,2015,Autumn,0,70000.0,127500.0,242500.0,207500.0,146666.66666666666,128333.33333333333,20.35,1373625.0
2015-10-01,Product_0936,Whse_J,Category_006,190000.0,10,4,2015,Autumn,0,67500.0,70000.0,127500.0,42500.0,88333.33333333333,105000.0,20.52,3898800.0
2015-11-01,Product_0936,Whse_J,Category_006,72500.0,11,4,2015,Autumn,1,190000.0,67500.0,70000.0,80000.0,109166.66666666667,129583.33333333333,22.13,1604425.0
2015-12-01,Product_0936,Whse_J,Category_006,132500.0,12,4,2015,Winter,1,72500.0,190000.0,67500.0,242500.0,110000.0,128333.33333333333,21.8,2888500.0
2016-01-01,Product_0936,Whse_J,Category_006,70000.0,1,1,2016,Winter,0,132500.0,72500.0,190000.0,127500.0,131666.66666666666,110000.0,22.24,1556800.0
2016-02-01,Product_0936,Whse_J,Category_006,105000.0,2,1,2016,Winter,0,70000.0,132500.0,72500.0,70000.0,91666.66666666667,100416.66666666667,21.29,2235450.0
2016-03-01,Product_0936,Whse_J,Category_006,162500.0,3,1,2016,Spring,0,105000.0,70000.0,132500.0,67500.0,102500.0,106250.0,19.54,3175250.0
2016-04-01,Product_0936,Whse_J,Category_006,60000.0,4,2,2016,Spring,0,162500.0,105000.0,70000.0,190000.0,112500.0,122083.33333333333,20.32,1219200.0
2016-05-01,Product_0936,Whse_J,Category_006,185000.0,5,2,2016,Spring,0,60000.0,162500.0,105000.0,72500.0,109166.66666666667,100416.66666666667,19.99,3698149.9999999995
2016-06-01,Product_0936,Whse_J,Category_006,182500.0,6,2,2016,Summer,0,185000.0,60000.0,162500.0,132500.0,135833.33333333334,119166.66666666667,18.95,3458375.0
2016-07-01,Product_0936,Whse_J,Category_006,160000.0,7,3,2016,Summer,0,182500.0,185000.0,60000.0,70000.0,142500.0,127500.0,18.1,2896000.0
2016-08-01,Product_0936,Whse_J,Category_006,57500.0,8,3,2016,Summer,0,160000.0,182500.0,185000.0,105000.0,175833.33333333334,142500.0,18.05,1037875.0
2016-09-01,Product_0936,Whse_J,Category_006,72500.0,9,3,2016,Autumn,0,57500.0,160000.0,182500.0,162500.0,133333.33333333334,134583.33333333334,19.27,1397075.0
2016-10-01,Product_0936,Whse_J,Category_006,172500.0,10,4,2016,Autumn,0,72500.0,57500.0,160000.0,60000.0,96666.66666666667,119583.33333333333,20.67,3565575.0000000005
2016-11-01,Product_0936,Whse_J,Category_006,150000.0,11,4,2016,Autumn,1,172500.0,72500.0,57500.0,185000.0,100833.33333333333,138333.33333333334,19.8,2970000.0
2016-12-01,Product_0936,Whse_J,Category_006,80000.0,12,4,2016,Winter,1,150000.0,172500.0,72500.0,182500.0,131666.66666666666,132500.0,20.33,1626399.9999999998
2012-06-01,Product_0936,Whse_S,Category_006,275000.0,6,2,2012,Summer,0,282500.0,195000.0,215000.0,37500.0,230833.33333333334,163333.33333333334,17.08,4696999.999999999
2012-07-01,Product_0936,Whse_S,Category_006,102500.0,7,3,2012,Summer,0,275000.0,282500.0,195000.0,150000.0,250833.33333333334,202916.66666666666,17.67,1811175.0000000002
2012-08-01,Product_0936,Whse_S,Category_006,292500.0,8,3,2012,Summer,0,102500.0,275000.0,282500.0,100000.0,220000.0,195000.0,16.69,4881825.0
2012-09-01,Product_0936,Whse_S,Category_006,92500.0,9,3,2012,Autumn,0,292500.0,102500.0,275000.0,215000.0,223333.33333333334,227083.33333333334,18.33,1695524.9999999998
2012-10-01,Product_0936,Whse_S,Category_006,345000.0,10,4,2012,Autumn,0,92500.0,292500.0,102500.0,195000.0,162500.0,206666.66666666666,18.16,6265200.0
2012-11-01,Product_0936,Whse_S,Category_006,102500.0,11,4,2012,Autumn,1,345000.0,92500.0,292500.0,282500.0,243333.33333333334,231666.66666666666,18.56,1902399.9999999998
2012-12-01,Product_0936,Whse_S,Category_006,95000.0,12,4,2012,Winter,1,102500.0,345000.0,92500.0,275000.0,180000.0,201666.66666666666,18.29,1737550.0
2013-01-01,Product_0936,Whse_S,Category_006,295000.0,1,1,2013,Winter,0,95000.0,102500.0,345000.0,102500.0,180833.33333333334,171666.66666666666,20.83,6144849.999999999
2013-02-01,Product_0936,Whse_S,Category_006,282500.0,2,1,2013,Winter,0,295000.0,95000.0,102500.0,292500.0,164166.66666666666,203750.0,19.7,5565250.0
2013-03-01,Product_0936,Whse_S,Category_006,97500.0,3,1,2013,Spring,0,282500.0,295000.0,95000.0,92500.0,224166.66666666666,202083.33333333334,18.26,1780350.0000000002
2013-04-01,Product_0936,Whse_S,Category_006,152500.0,4,2,2013,Spring,0,97500.0,282500.0,295000.0,345000.0,225000.0,202916.66666666666,16.95,2584875.0
2013-05-01,Product_0936,Whse_S,Category_006,117500.0,5,2,2013,Spring,0,152500.0,97500.0,282500.0,102500.0,177500.0,170833.33333333334,18.17,2134975.0
2013-06-01,Product_0936,Whse_S,Category_006,125000.0,6,2,2013,Summer,0,117500.0,152500.0,97500.0,95000.0,122500.0,173333.33333333334,17.22,2152500.0
2013-07-01,Product_0936,Whse_S,Category_006,272500.0,7,3,2013,Summer,0,125000.0,117500.0,152500.0,295000.0,131666.66666666666,178333.33333333334,17.91,4880475.0
2013-08-01,Product_0936,Whse_S,Category_006,120000.0,8,3,2013,Summer,0,272500.0,125000.0,117500.0,282500.0,171666.66666666666,174583.33333333334,17.18,2061600.0
2013-09-01,Product_0936,Whse_S,Category_006,152500.0,9,3,2013,Autumn,0,120000.0,272500.0,125000.0,97500.0,172500.0,147500.0,18.4,2806000.0
2013-10-01,Product_0936,Whse_S,Category_006,267500.0,10,4,2013,Autumn,0,152500.0,120000.0,272500.0,152500.0,181666.66666666666,156666.66666666666,18.56,4964800.0
2013-11-01,Product_0936,Whse_S,Category_006,177500.0,11,4,2013,Autumn,1,267500.0,152500.0,120000.0,117500.0,180000.0,175833.33333333334,19.37,3438175.0
2013-12-01,Product_0936,Whse_S,Category_006,160000.0,12,4,2013,Winter,1,177500.0,267500.0,152500.0,125000.0,199166.66666666666,185833.33333333334,18.58,2972799.9999999995
2014-01-01,Product_0936,Whse_S,Category_006,182500.0,1,1,2014,Winter,0,160000.0,177500.0,267500.0,272500.0,201666.66666666666,191666.66666666666,18.48,3372600.0
2014-02-01,Product_0936,Whse_S,Category_006,280000.0,2,1,2014,Winter,0,182500.0,160000.0,177500.0,120000.0,173333.33333333334,176666.66666666666,18.18,5090400.0
2014-03-01,Product_0936,Whse_S,Category_006,357500.0,3,1,2014,Spring,0,280000.0,182500.0,160000.0,152500.0,207500.0,203333.33333333334,18.64,6663800.0
2014-04-01,Product_0936,Whse_S,Category_006,125000.0,4,2,2014,Spring,0,357500.0,280000.0,182500.0,267500.0,273333.3333333333,237500.0,18.58,2322500.0
2014-05-01,Product_0936,Whse_S,Category_006,315000.0,5,2,2014,Spring,0,125000.0,357500.0,280000.0,177500.0,254166.66666666666,213750.0,17.4,5481000.0
2014-06-01,Product_0936,Whse_S,Category_006,322500.0,6,2,2014,Summer,0,315000.0,125000.0,357500.0,160000.0,265833.3333333333,236666.66666666666,16.59,5350275.0
2014-07-01,Product_0936,Whse_S,Category_006,222500.0,7,3,2014,Summer,0,322500.0,315000.0,125000.0,182500.0,254166.66666666666,263750.0,17.83,3967174.9999999995
2014-08-01,Product_0936,Whse_S,Category_006,435000.0,8,3,2014,Summer,0,222500.0,322500.0,315000.0,280000.0,286666.6666666667,270416.6666666667,16.58,7212299.999999999
2014-09-01,Product_0936,Whse_S,Category_006,155000.0,9,3,2014,Autumn,0,435000.0,222500.0,322500.0,357500.0,326666.6666666667,296250.0,18.44,2858200.0
2014-10-01,Product_0936,Whse_S,Category_006,207500.0,10,4,2014,Autumn,0,155000.0,435000.0,222500.0,125000.0,270833.3333333333,262500.0,18.29,3795175.0
2014-11-01,Product_0936,Whse_S,Category_006,297500.0,11,4,2014,Autumn,1,207500.0,155000.0,435000.0,315000.0,265833.3333333333,276250.0,20.41,6071975.0
2014-12-01,Product_0936,Whse_S,Category_006,447500.0,12,4,2014,Winter,1,297500.0,207500.0,155000.0,322500.0,220000.0,273333.3333333333,19.4,8681500.0
2015-01-01,Product_0936,Whse_S,Category_006,102500.0,1,1,2015,Winter,0,447500.0,297500.0,207500.0,222500.0,317500.0,294166.6666666667,20.24,2074599.9999999998
2015-02-01,Product_0936,Whse_S,Category_006,242500.0,2,1,2015,Winter,0,102500.0,447500.0,297500.0,435000.0,282500.0,274166.6666666667,19.77,4794225.0
2015-03-01,Product_0936,Whse_S,Category_006,1295000.0,3,1,2015,Spring,0,242500.0,102500.0,447500.0,155000.0,264166.6666666667,242083.33333333334,17.8,23051000.0
2015-04-01,Product_0936,Whse_S,Category_006,80000.0,4,2,2015,Spring,0,1295000.0,242500.0,102500.0,207500.0,546666.6666666666,432083.3333333333,17.74,1419199.9999999998
2015-05-01,Product_0936,Whse_S,Category_006,57500.0,5,2,2015,Spring,0,80000.0,1295000.0,242500.0,297500.0,539166.6666666666,410833.3333333333,18.1,1040750.0000000001
2015-06-01,Product_0936,Whse_S,Category_006,182500.0,6,2,2015,Summer,0,57500.0,80000.0,1295000.0,447500.0,477500.0,370833.3333333333,17.38,3171850.0
2015-07-01,Product_0936,Whse_S,Category_006,72500.0,7,3,2015,Summer,0,182500.0,57500.0,80000.0,102500.0,106666.66666666667,326666.6666666667,17.07,1237575.0
2015-08-01,Product_0936,Whse_S,Category_006,90000.0,8,3,2015,Summer,0,72500.0,182500.0,57500.0,242500.0,104166.66666666667,321666.6666666667,17.62,1585800.0
2015-09-01,Product_0936,Whse_S,Category_006,57500.0,9,3,2015,Autumn,0,90000.0,72500.0,182500.0,1295000.0,115000.0,296250.0,18.62,1070650.0
2015-10-01,Product_0936,Whse_S,Category_006,210000.0,10,4,2015,Autumn,0,57500.0,90000.0,72500.0,80000.0,73333.33333333333,90000.0,18.21,3824100.0
2015-11-01,Product_0936,Whse_S,Category_006,75000.0,11,4,2015,Autumn,1,210000.0,57500.0,90000.0,57500.0,119166.66666666667,111666.66666666667,18.39,1379250.0
2015-12-01,Product_0936,Whse_S,Category_006,97500.0,12,4,2015,Winter,1,75000.0,210000.0,57500.0,182500.0,114166.66666666667,114583.33333333333,19.8,1930500.0
2016-01-01,Product_0936,Whse_S,Category_006,110000.0,1,1,2016,Winter,0,97500.0,75000.0,210000.0,72500.0,127500.0,100416.66666666667,18.88,2076800.0
2016-02-01,Product_0936,Whse_S,Category_006,60000.0,2,1,2016,Winter,0,110000.0,97500.0,75000.0,90000.0,94166.66666666667,106666.66666666667,18.88,1132800.0
2016-05-01,Product_0936,Whse_S,Category_006,50000.0,5,2,2016,Spring,0,60000.0,110000.0,97500.0,57500.0,89166.66666666667,101666.66666666667,17.36,868000.0
2016-06-01,Product_0936,Whse_S,Category_006,65000.0,6,2,2016,Summer,0,50000.0,60000.0,110000.0,210000.0,73333.33333333333,100416.66666666667,17.14,1114100.0
2016-07-01,Product_0936,Whse_S,Category_006,40000.0,7,3,2016,Summer,0,65000.0,50000.0,60000.0,75000.0,58333.333333333336,76250.0,17.2,688000.0
2016-08-01,Product_0936,Whse_S,Category_006,30000.0,8,3,2016,Summer,0,40000.0,65000.0,50000.0,97500.0,51666.666666666664,70416.66666666667,16.75,502500.0
2016-09-01,Product_0936,Whse_S,Category_006,60000.0,9,3,2016,Autumn,0,30000.0,40000.0,65000.0,110000.0,45000.0,59166.666666666664,18.59,1115400.0
2016-10-01,Product_0936,Whse_S,Category_006,60000.0,10,4,2016,Autumn,0,60000.0,30000.0,40000.0,60000.0,43333.333333333336,50833.333333333336,18.6,1116000.0
2016-11-01,Product_0936,Whse_S,Category_006,50000.0,11,4,2016,Autumn,1,60000.0,60000.0,30000.0,50000.0,50000.0,50833.333333333336,19.11,955500.0
2012-07-01,Product_0937,Whse_A,Category_006,26000.0,7,3,2012,Summer,0,37000.0,49000.0,24000.0,38000.0,36666.666666666664,41500.0,18.44,479440.00000000006
2012-08-01,Product_0937,Whse_A,Category_006,68000.0,8,3,2012,Summer,0,26000.0,37000.0,49000.0,55000.0,37333.333333333336,39500.0,19.21,1306280.0
2012-09-01,Product_0937,Whse_A,Category_006,65000.0,9,3,2012,Autumn,0,68000.0,26000.0,37000.0,46000.0,43666.666666666664,41666.666666666664,19.77,1285050.0
2012-10-01,Product_0937,Whse_A,Category_006,29000.0,10,4,2012,Autumn,0,65000.0,68000.0,26000.0,24000.0,53000.0,44833.333333333336,20.32,589280.0
2012-11-01,Product_0937,Whse_A,Category_006,25000.0,11,4,2012,Autumn,1,29000.0,65000.0,68000.0,49000.0,54000.0,45666.666666666664,20.45,511250.0
2012-12-01,Product_0937,Whse_A,Category_006,22000.0,12,4,2012,Winter,1,25000.0,29000.0,65000.0,37000.0,39666.666666666664,41666.666666666664,21.22,466840.0
2013-01-01,Product_0937,Whse_A,Category_006,13000.0,1,1,2013,Winter,0,22000.0,25000.0,29000.0,26000.0,25333.333333333332,39166.666666666664,21.87,284310.0
2013-02-01,Product_0937,Whse_A,Category_006,7000.0,2,1,2013,Winter,0,13000.0,22000.0,25000.0,68000.0,20000.0,37000.0,20.89,146230.0
2013-03-01,Product_0937,Whse_A,Category_006,31000.0,3,1,2013,Spring,0,7000.0,13000.0,22000.0,65000.0,14000.0,26833.333333333332,20.1,623100.0
2013-04-01,Product_0937,Whse_A,Category_006,11000.0,4,2,2013,Spring,0,31000.0,7000.0,13000.0,29000.0,17000.0,21166.666666666668,19.07,209770.0
2013-05-01,Product_0937,Whse_A,Category_006,27000.0,5,2,2013,Spring,0,11000.0,31000.0,7000.0,25000.0,16333.333333333334,18166.666666666668,18.55,500850.0
2013-06-01,Product_0937,Whse_A,Category_006,28000.0,6,2,2013,Summer,0,27000.0,11000.0,31000.0,22000.0,23000.0,18500.0,18.04,505120.0
2013-07-01,Product_0937,Whse_A,Category_006,35000.0,7,3,2013,Summer,0,28000.0,27000.0,11000.0,13000.0,22000.0,19500.0,18.45,645750.0
2013-08-01,Product_0937,Whse_A,Category_006,25000.0,8,3,2013,Summer,0,35000.0,28000.0,27000.0,7000.0,30000.0,23166.666666666668,19.39,484750.0
2013-09-01,Product_0937,Whse_A,Category_006,14000.0,9,3,2013,Autumn,0,25000.0,35000.0,28000.0,31000.0,29333.333333333332,26166.666666666668,20.73,290220.0
2013-10-01,Product_0937,Whse_A,Category_006,27000.0,10,4,2013,Autumn,0,14000.0,25000.0,35000.0,11000.0,24666.666666666668,23333.333333333332,20.26,547020.0
2013-11-01,Product_0937,Whse_A,Category_006,41000.0,11,4,2013,Autumn,1,27000.0,14000.0,25000.0,27000.0,22000.0,26000.0,19.12,783920.0
2013-12-01,Product_0937,Whse_A,Category_006,1000.0,12,4,2013,Winter,1,41000.0,27000.0,14000.0,28000.0,27333.333333333332,28333.333333333332,22.56,22560.0
2014-01-01,Product_0937,Whse_A,Category_006,7000.0,1,1,2014,Winter,0,1000.0,41000.0,27000.0,35000.0,23000.0,23833.333333333332,20.41,142870.0
2014-02-01,Product_0937,Whse_A,Category_006,31000.0,2,1,2014,Winter,0,7000.0,1000.0,41000.0,25000.0,16333.333333333334,19166.666666666668,21.62,670220.0
2014-03-01,Product_0937,Whse_A,Category_006,39000.0,3,1,2014,Spring,0,31000.0,7000.0,1000.0,14000.0,13000.0,20166.666666666668,19.56,762840.0
2014-04-01,Product_0937,Whse_A,Category_006,3000.0,4,2,2014,Spring,0,39000.0,31000.0,7000.0,27000.0,25666.666666666668,24333.333333333332,20.04,60120.0
2014-05-01,Product_0937,Whse_A,Category_006,57000.0,5,2,2014,Spring,0,3000.0,39000.0,31000.0,41000.0,24333.333333333332,20333.333333333332,20.59,1173630.0
2014-06-01,Product_0937,Whse_A,Category_006,5000.0,6,2,2014,Summer,0,57000.0,3000.0,39000.0,1000.0,33000.0,23000.0,19.12,95600.0
2014-07-01,Product_0937,Whse_A,Category_006,10000.0,7,3,2014,Summer,0,5000.0,57000.0,3000.0,7000.0,21666.666666666668,23666.666666666668,19.42,194200.00000000003
2014-08-01,Product_0937,Whse_A,Category_006,25000.0,8,3,2014,Summer,0,10000.0,5000.0,57000.0,31000.0,24000.0,24166.666666666668,20.77,519250.0
2014-09-01,Product_0937,Whse_A,Category_006,16000.0,9,3,2014,Autumn,0,25000.0,10000.0,5000.0,39000.0,13333.333333333334,23166.666666666668,21.02,336320.0
2014-10-01,Product_0937,Whse_A,Category_006,5000.0,10,4,2014,Autumn,0,16000.0,25000.0,10000.0,3000.0,17000.0,19333.333333333332,19.4,97000.0
2014-11-01,Product_0937,Whse_A,Category_006,49000.0,11,4,2014,Autumn,1,5000.0,16000.0,25000.0,57000.0,15333.333333333334,19666.666666666668,18.72,917280.0
2014-12-01,Product_0937,Whse_A,Category_006,2000.0,12,4,2014,Winter,1,49000.0,5000.0,16000.0,5000.0,23333.333333333332,18333.333333333332,21.73,43460.0
2015-01-01,Product_0937,Whse_A,Category_006,10000.0,1,1,2015,Winter,0,2000.0,49000.0,5000.0,10000.0,18666.666666666668,17833.333333333332,21.09,210900.0
2015-02-01,Product_0937,Whse_A,Category_006,5000.0,2,1,2015,Winter,0,10000.0,2000.0,49000.0,25000.0,20333.333333333332,17833.333333333332,21.9,109500.0
2015-03-01,Product_0937,Whse_A,Category_006,6000.0,3,1,2015,Spring,0,5000.0,10000.0,2000.0,16000.0,5666.666666666667,14500.0,18.29,109740.0
2015-04-01,Product_0937,Whse_A,Category_006,28000.0,4,2,2015,Spring,0,6000.0,5000.0,10000.0,5000.0,7000.0,12833.333333333334,20.5,574000.0
2015-05-01,Product_0937,Whse_A,Category_006,5000.0,5,2,2015,Spring,0,28000.0,6000.0,5000.0,49000.0,13000.0,16666.666666666668,19.75,98750.0
2015-06-01,Product_0937,Whse_A,Category_006,26000.0,6,2,2015,Summer,0,5000.0,28000.0,6000.0,2000.0,13000.0,9333.333333333334,20.21,525460.0
2015-07-01,Product_0937,Whse_A,Category_006,43000.0,7,3,2015,Summer,0,26000.0,5000.0,28000.0,10000.0,19666.666666666668,13333.333333333334,19.01,817430.0000000001
2015-08-01,Product_0937,Whse_A,Category_006,38000.0,8,3,2015,Summer,0,43000.0,26000.0,5000.0,5000.0,24666.666666666668,18833.333333333332,19.32,734160.0
2015-09-01,Product_0937,Whse_A,Category_006,28000.0,9,3,2015,Autumn,0,38000.0,43000.0,26000.0,6000.0,35666.666666666664,24333.333333333332,20.17,564760.0
2015-10-01,Product_0937,Whse_A,Category_006,13000.0,10,4,2015,Autumn,0,28000.0,38000.0,43000.0,28000.0,36333.333333333336,28000.0,20.12,261560.0
2015-11-01,Product_0937,Whse_A,Category_006,37000.0,11,4,2015,Autumn,1,13000.0,28000.0,38000.0,5000.0,26333.333333333332,25500.0,20.58,761459.9999999999
2015-12-01,Product_0937,Whse_A,Category_006,25000.0,12,4,2015,Winter,1,37000.0,13000.0,28000.0,26000.0,26000.0,30833.333333333332,21.19,529750.0
2016-01-01,Product_0937,Whse_A,Category_006,5000.0,1,1,2016,Winter,0,25000.0,37000.0,13000.0,43000.0,25000.0,30666.666666666668,21.01,105050.00000000001
2016-02-01,Product_0937,Whse_A,Category_006,7000.0,2,1,2016,Winter,0,5000.0,25000.0,37000.0,38000.0,22333.333333333332,24333.333333333332,21.63,151410.0
2016-03-01,Product_0937,Whse_A,Category_006,18000.0,3,1,2016,Spring,0,7000.0,5000.0,25000.0,28000.0,12333.333333333334,19166.666666666668,19.46,350280.0
2016-04-01,Product_0937,Whse_A,Category_006,11000.0,4,2,2016,Spring,0,18000.0,7000.0,5000.0,13000.0,10000.0,17500.0,20.04,220440.0
2016-05-01,Product_0937,Whse_A,Category_006,20000.0,5,2,2016,Spring,0,11000.0,18000.0,7000.0,37000.0,12000.0,17166.666666666668,18.87,377400.0
2016-06-01,Product_0937,Whse_A,Category_006,13000.0,6,2,2016,Summer,0,20000.0,11000.0,18000.0,25000.0,16333.333333333334,14333.333333333334,19.02,247260.0
2016-07-01,Product_0937,Whse_A,Category_006,8000.0,7,3,2016,Summer,0,13000.0,20000.0,11000.0,5000.0,14666.666666666666,12333.333333333334,18.91,151280.0
2016-08-01,Product_0937,Whse_A,Category_006,5000.0,8,3,2016,Summer,0,8000.0,13000.0,20000.0,7000.0,13666.666666666666,12833.333333333334,17.73,88650.0
2016-09-01,Product_0937,Whse_A,Category_006,12000.0,9,3,2016,Autumn,0,5000.0,8000.0,13000.0,18000.0,8666.666666666666,12500.0,19.65,235799.99999999997
2016-10-01,Product_0937,Whse_A,Category_006,36000.0,10,4,2016,Autumn,0,12000.0,5000.0,8000.0,11000.0,8333.333333333334,11500.0,18.83,677879.9999999999
2016-11-01,Product_0937,Whse_A,Category_006,19000.0,11,4,2016,Autumn,1,36000.0,12000.0,5000.0,20000.0,17666.666666666668,15666.666666666666,20.46,388740.0
2016-12-01,Product_0937,Whse_A,Category_006,21000.0,12,4,2016,Winter,1,19000.0,36000.0,12000.0,13000.0,22333.333333333332,15500.0,20.88,438480.0
2012-08-01,Product_0937,Whse_J,Category_006,2000.0,8,3,2012,Summer,0,3000.0,5000.0,1000.0,1000.0,3000.0,2333.3333333333335,18.24,36480.0
2012-09-01,Product_0937,Whse_J,Category_006,6000.0,9,3,2012,Autumn,0,2000.0,3000.0,5000.0,2000.0,3333.3333333333335,2500.0,20.89,125340.0
